Name,Website,Aliases,Description,Related Disease 1,Related Disease 2,Related Disease 3,Related Disease 4,Related Disease 5
白细胞减少,https://jbk.39.net/zhengzhuang/bxbjs/,,外周血白细胞总数持续低于4×109/L，称为白细胞减少症。白细胞减少症最常见是由中性粒细胞减少所致。当中性粒细胞绝对值低于1.8-2.0×109/L时，称粒细胞减少症。减少至低于0.5-1.0×109/L时，称粒细胞缺乏症，常伴有严重的难...,白细胞葡萄糖-6-磷酸脱氢酶缺乏症,懒惰白细胞综合征,门静脉高压,药物性皮炎,登革热
眼睑浮肿,https://jbk.39.net/zhengzhuang/yjfz/,(眼睑水肿),眼睑俗称眼皮，分为上下两部分。眼睑皮肤是全身皮肤中最薄的部位，皮下组织疏松，因此容易发生液体积聚而导致水肿。,急性额窦炎,结膜炎,溢饮,眼睑炭疽,眼睑丹毒
囊肿,https://jbk.39.net/zhengzhuang/nz/,,皮肤囊肿是具有囊腔结构，外有囊壁，内有液体或其他成分，可来源于皮肤，也可来源于间叶组织。,慢性乳腺炎,强直性脊柱炎性巩膜炎,先天性小眼球合并眼眶囊肿,曲霉球,眼眶脓肿
肺纹理增多,https://jbk.39.net/zhengzhuang/fwlzd/,,概述：肺纹理是指胸部影像检查时看到的从肺门向肺野外围延伸的放射 条状阴影。它主要由肺动脉、肺静脉、支气管及淋巴管组成。X线胸 片上肺纹理增多，主要见于以下几种情况：(1)支气管性肺纹理增多：表现为肺纹...,老年人慢性支气管炎,,,,
头皮痒,https://jbk.39.net/zhengzhuang/tpy/,(头皮瘙痒),头皮痒是头皮屑多，头皮真菌感染或者头皮过敏的症状。,头癣,头皮感染,头皮屑,皮肤瘙痒症,
眼皮跳,https://jbk.39.net/zhengzhuang/ypt/,(眼睑痉挛),眼皮跳分为上眼皮和下眼皮跳。在生活中，不少人都有过眼皮跳的经历。跳动多出现在上眼皮，有时也会在下眼皮，不为人的思维和意识所控制。眼皮跳分为生理性和心理性，前者一般很快就会过去，有时候也会持续几天;...,面肌痉挛,结膜炎,卡他性结膜炎,春季结膜炎,膜性结膜炎
霉菌感染,https://jbk.39.net/zhengzhuang/mjgr/,(念珠菌性阴道炎),霉菌性阴道炎(monilial or mycotic vaginitis)由霉菌感染引起。其发病率已高于滴虫性阴道炎。医学上把霉菌感染称为是念珠菌的感染，因此霉菌性阴道炎也称念珠菌性阴道炎。多见于幼女、孕妇、糖尿病患者，以及绝经后曾用较...,霉菌性阴道炎,宫颈糜烂,盆腔炎,附件炎,
腰酸,https://jbk.39.net/zhengzhuang/ys1/,,指腰部酸楚不适。临床以肾虚较为常见。《张氏医通&middot;诸痛门》：“腰酸悉属房劳肾虚，惟有峻补。&rdquo;宜用金匮肾气丸、青蛾丸、补肾丸、六味地黄丸等方加减。腰酸常兼见腰痛。,轻度宫颈糜烂,不孕不育,阴虚火旺,阴道壁脱垂,肾虚
子宫出血,https://jbk.39.net/zhengzhuang/zgcx/,,凡由调节生殖系的神经内分泌机制失常引起的异常子宫出血，均称为功能失调性子宫出血(简称功血)，是一种常见的妇科疾病，多见于青春期和更年期。西医按卵巢功能紊乱程度不同分为有排卵功血(黄体功能障碍)和无排卵...,子宫性不孕,子宫剖宫产瘢痕妊娠,子宫恶性肿瘤,子宫内膜癌,崩漏
阴道干涩,https://jbk.39.net/zhengzhuang/ydgs/,(阴道干燥症),阴道干涩症是指已婚妇女阴道分泌物显著减少之妇科杂症，又称阴道干燥症。祖国医学属于“阴道湿热&rdquo;范畴。,阴道炎,卵巢早衰,高催乳素血症,性冷淡,性兴奋障碍
大三阳,https://jbk.39.net/zhengzhuang/dsy/,,俗称的大三阳，即是乙肝两对半检查中，表面抗原(HBsAg)、e抗原(HBeAg)和核心抗体(HBcAb)为阳性，在乙肝两对半检查报告中的体现是HBsAg(+)、HBeAg(+)、抗HBc(+)。,肝炎,急性乙肝,乙肝,病毒性肝炎,小儿乙型肝炎病毒相关肾炎
干咳,https://jbk.39.net/zhengzhuang/gk/,"(干嗽,干咳嗽,干性...)",咳嗽无痰或痰量甚少，称为干性咳嗽，简称干咳，常见于急性咽喉炎、急性气管炎的初期、胸膜炎、轻症肺结核等。,肥厚性咽炎,时行感冒,阴虚火旺,燥邪犯肺,布氏菌肺炎
阴毛脱落,https://jbk.39.net/zhengzhuang/ymtl/,,与头发一样，阴毛也会因新陈代谢而发生脱落。阴毛大约每半年更换一次，每天约有10-20根脱落。随着年龄增大，性激素分泌逐渐减少，毛囊渐渐萎缩，阴毛脱落增加，阴毛会变得逐渐稀少，并由黑变白，这均属正常生理现...,肾上腺皮质功能减退性心脏病,老年性外阴萎缩,原发性肾上腺皮质功能减退症,甲状腺功能减退症,
呼吸困难,https://jbk.39.net/zhengzhuang/hxkn/,,呼吸困难是呼吸功能不全的一个重要症状，是患者主观上有空气不足或呼吸费力的感觉;而客观上表现为呼吸频率、深度、和节律的改变。,肺衰,儿童尖锐湿疣,艾滋病导致的肺结核,心脏病,淋巴管肌瘤
血精,https://jbk.39.net/zhengzhuang/xj1/,(精血),血精也称精血。正常精液排出体外是乳白色的，若肉眼观察到所排出的精液为粉红色，或红色的，称为血精，也叫“肉眼血精&rdquo;，此为重症，轻症血精肉眼不能发现，借助显微镜检有精液可见到红细胞，称为“镜下血精&r...,精囊炎,精囊恶性肿瘤,精囊结石,男性生殖系结核,精囊囊肿
便血,https://jbk.39.net/zhengzhuang/bx/,(清血，圊血),血液从肛门排出，大便带血，或全为血便，颜色呈鲜红、暗红或柏油样，均称为便血。便血一般见于下消化道出血，特别是结肠与直肠的出血，但偶尔可见上消化道出血。除消化道疾励卜便血也可见于全身性疾病。,结肠癌,大肠癌,便血,肠侵袭性大肠埃希杆菌感染,肠出血性大肠埃希杆菌感染
器质性早泄,https://jbk.39.net/zhengzhuang/qzxzx/,,器质性早泄是因疾病引起的早泄显现，壮阳药的危害巨大，根据医师的说法，一般不建议非器质性早泄用壮阳药，因为壮阳药主要是针对阳痿，不是早泄，而且通过血液起作用会产生很多相关的周边副作用。,阴汗,死精症,早泄,男性更年期综合症,前列腺炎
岔气,https://jbk.39.net/zhengzhuang/cq/,(急性胸肋痛),“岔气&rdquo;又称急性胸肋痛。生活中“岔气&rdquo;现象时有发生，特别是在我们剧烈运动时更为常见，“岔气&rdquo;虽然不能造成什么危险，但是，发生“岔气&rdquo;时会伴随着呼吸而产生钻心的疼痛却让人难以忍耐。,非典型性肺炎,老年人自发性气胸,,,
经期提前,https://jbk.39.net/zhengzhuang/jqtq/,(月经先期),经期提前：月经提前，正常女性的月经周期为28天左右，如果月经来潮周期总是提前7天以上，甚至1个月内两次来潮者，则称为“月经先期”，亦称“月经提前”或“经早”。如仅超前3-5天，且无其他明显症状，属正常范围...,月经不调,,,,
腰骶部酸痛,https://jbk.39.net/zhengzhuang/ydbst/,,慢性盆腔炎症形成的瘢痕粘连以及盆腔充血，可引起下腹部坠胀、疼痛及腰骶部酸痛。常在劳累、性交后及月经前后加剧。,子宫炎,卵巢炎,中度宫颈糜烂,人流后妇科病,慢性附件炎
咳痰,https://jbk.39.net/zhengzhuang/kt/,,咳痰是呼吸道内病理性分泌物，凭借支气管黏膜上皮细胞的纤毛运动，支气管肌肉的收缩及咳嗽时的气流冲动，将呼吸道内的分泌物从口腔排出的动作，咳痰是机体的一种保护性生理功能，观察痰的量，色，气味，性状常可...,寒饮咳嗽,艾滋病导致的肺结核,虚寒咳嗽,肺咳,风寒犯肺
阴道分泌物增多,https://jbk.39.net/zhengzhuang/ydfmwzd/,(白带分泌增多),女性阴道分泌物的性状是代表女性生殖系统健康状况的特殊信号。正常情况下，月经周期的不同时间，阴道分泌物的形态和量不同。女性阴道分泌物增多就是分泌量一场增多，同时分泌物的颜色和气味都发生异常变化。,宫颈炎,子宫恶性肿瘤,阴道癌,妊娠合并支原体感染,泌尿生殖系支原体感染
鼻塞,https://jbk.39.net/zhengzhuang/bs/,,鼻塞为呼吸系统常见症状，表现为呼吸不通畅，鼻腔有异物堵塞感。,急性筛窦炎,季节性过敏性鼻炎,药物性鼻炎,时行感冒,交感神经型颈椎病
胸骨后疼痛,https://jbk.39.net/zhengzhuang/xghtt/,,胸骨后疼痛在临床中经常见到，是指颈与胸廓下缘(胸部正中或偏侧)之间疼痛，疼痛性质可呈多种，是常见症状之一，一般由胸部疾病(也包括胸壁疾病)所引起。一些人出现胸骨后疼痛之后，常常怀疑患了冠心病，盲目按冠...,纵膈感染,食管肿瘤,食管炎,自发性气胸,张力性气胸
足跟痛,https://jbk.39.net/zhengzhuang/zgt/,(脚跟痛),"
足跟痛(calcanodynia)，足跟一侧或两侧疼痛，不红不肿，行走不便。又称脚跟痛。是由于足跟的骨质、关节、滑囊、筋膜等处病变引起的疾病。常见的为跖筋膜炎，往往发生在久立或行走工作者，长期、慢性轻伤引起，表现为...",强直性脊柱炎性巩膜炎,跟骨骨骺骨软骨病,跖管综合征,嗜酸性筋膜炎,跟腱后滑囊炎
肛门坠胀,https://jbk.39.net/zhengzhuang/gmzz/,,肛门坠胀是指想解大便的感觉，重者可表现为里急后重，即实质上无便可排，却反复有便意。这种情况，有时是非常典型的腹膜刺激局部症状，特别是血液在直肠窝的积聚对直肠产生的刺激。,会阴下降综合征,葡萄痔,肛管直肠周围脓肿,先天性肛门直肠畸形,阴道恶性肿瘤
结节,https://jbk.39.net/zhengzhuang/jj1/,,结节损在较斑疹，丘疹损害大且深，多向下侵入真皮深层，重者可达皮下组织。表面呈半圆形降起较光滑。炎症性结节表面发红，痛并有角痛，直径大小为0.5~5cm。晚期常有破溃，如晚期梅毒结节性皮损，皮肤结核结节均契...,嗜人T淋巴细胞Ⅰ型所致的葡萄膜炎,结节性多动脉炎伴发的葡萄膜炎,疖,淀粉样变病,皮下裂头蚴病
肝区痛,https://jbk.39.net/zhengzhuang/gqt/,(肝区疼痛，肝脏疼...),肝脏本身对痛觉并不敏感，肝区的疼痛主要原因是肝内胆管受刺激引起的疼痛以及肝细胞膜受牵拉所造成的疼痛。 肝区疼痛是指位于右肋部或剑突下的部位有疼痛的感觉，疼痛性质为间歇性或持续性隐痛。钝痛或刺痛，疼...,肝脏破裂,肝炎后肝硬化,急性无黄疸型肝炎,肝炎,肝癌
咽部异物感,https://jbk.39.net/zhengzhuang/ybywg/,,咽部异物感不是独特的病，而是一些症状的组合。它包括阻塞感、压迫感、贴叶感、狭窄感、干燥感、灼热、瘙痒、蚁行感或其他不适感。其病因繁多，有时相当复杂，有器质性也有功能性。功能性者也称之为咽异感症、喉...,肥厚性咽炎,交感神经型颈椎病,咽峡炎,咽角化症,前纵韧带骨化症
胸椎疼痛,https://jbk.39.net/zhengzhuang/xztt/,,胸椎疼痛是胸椎病的症状的主要临床表现，常见有胸椎骨质增生、椎管狭窄;胸椎压缩性骨折、错位、侧弯、筋膜嵌顿;以及胸椎椎间盘突出症等。,胸椎黄韧带骨化症,胸椎间盘突出症,胸椎椎管狭窄症,结胸,骨质增生
舌苔发黑,https://jbk.39.net/zhengzhuang/stfh/,,中医认为舌苔发黑是热极化火所致。还有些肠胃有毛病的人，容易生寒湿，舌苔会变得厚腻，开始是白色，逐渐变成黄色或黑色。舌苔发黑的患者会发现舌头中部的舌苔总是黑色的。,,,,,
臀部疼痛,https://jbk.39.net/zhengzhuang/tbtt/,,臀上皮神经炎又叫“腰脊神经后支痛”，其病因是多方面的，如椎间小关节病变、骨质增生、脊神经后支卡压、后支慢性无菌性炎症等。因为臀上皮神经来自腰1～腰3脊神经后支的外侧皮支，分布于臀上外侧皮肤，疼痛常出...,强直性脊柱炎性巩膜炎,骨质增生,滑膜肉瘤,骶骼筋膜脂肪疝,坐骨疝
前列腺钙化,https://jbk.39.net/zhengzhuang/qlxgh/,,前列腺钙化，纤维化，是前列腺发生炎症愈合后留下的疤痕，是前列腺结石的前兆。前列腺结石常伴有慢性前列腺炎症，一般通过B超检查能看到这些病变。由于前列腺结构特殊性，发生钙化、结石一般没有较好的治疗方法...,前列腺结石,,,,
脾胃虚寒,https://jbk.39.net/zhengzhuang/pwxh/,,脾胃虚寒，中医名词，同脾阳虚，因饮食失调、过食生冷、劳倦过度、或久病或忧思伤脾等所致。症见纳呆腹胀、脘腹痛而喜温喜按、口淡不渴、四肢不温、大便稀溏、或四肢浮肿、畏寒喜暖、小便清长或不利、妇女白带清...,产后虚羸,,,,
阴茎疼痛,https://jbk.39.net/zhengzhuang/yjtt/,,阴茎疼痛主要指阴茎表皮或内部疼痛。有些男性在第一次性交后会感到阴茎疼痛，这时不必害怕，这可能是阴茎在勃起后大量充血而回血功能比较弱，造成性交后阴茎短时间内胀痛，一般1～3个小时后可以消失。新婚初夜时...,环状糜烂性龟头炎,急性浅表性包皮龟头炎,阴茎痰核,房事两感症,筋痿
脾胃虚弱,https://jbk.39.net/zhengzhuang/pwxr/,(脾胃气虚),脾胃虚弱是要分型的，不能乱用药，脾胃虚弱分为：脾气虚、脾阳虚、胃气虚、胃阴虚。,食积胃病,痞满,肾虚眩晕,阴结,食物不耐受
脓血性白带,https://jbk.39.net/zhengzhuang/nxxbd/,,脓血性白带：白带带血是白带异常的一种表现症状，是女性内生殖器疾病的信号，应引起重视。,中度宫颈糜烂,人流后妇科病,阴道炎,宫颈炎,带下病
口苦,https://jbk.39.net/zhengzhuang/kk/,(嘴巴苦),口苦，是指口中有苦味。健康人口腔一般感觉是清爽舒适的，只是夜间醒来或晨起后片刻会有轻微的口苦或口里酸涩的感觉。这里所说的口苦是指没有明显的因饮食因素而自觉口中经常有口苦的感觉。口苦是临床中常见的一...,慢性便秘,痰饮,痰热咳嗽,阴虚火旺,肝火上炎证
乳腺小叶增生,https://jbk.39.net/zhengzhuang/rxxyzs/,(Ⅰ期乳腺增生),乳腺小叶增生(Ⅰ期乳腺增生)：是乳腺的初期增生，多发生在25-35岁，症状表现较轻，属于乳腺增生Ⅰ期。在乳腺增生患病率中占70%以上，往往不被引起重视，不积极治疗任其发展。,乳腺癌,乳腺增生,乳腺腺病,闭经溢乳综合征,
眼睛发红,https://jbk.39.net/zhengzhuang/yjfh/,,眼睛发红是充血的表现。眼球充血分为浅层和深层两种。前者呈鲜红色，称为“结膜充血”;后者是暗红色，称为“睫状充血”。二者兼有的，称为“混合性充血”。这些情况不同的充血，在医生检查与诊断时很有意义，也...,肝火眩晕,结膜炎,阳明头痛,目劄病,带状疱疹病毒性巩膜炎
脑血管痉挛,https://jbk.39.net/zhengzhuang/nxgjl/,,脑血管痉挛：颈内动脉或椎-基底动脉系统的动脉硬化斑块使血管腔狭窄和出现血流涡流。当涡流加速时，刺激血管壁致血管痉挛而出现短暂性脑缺血发作，旋涡减速时症状消失。但一些学者认为由于脑血管结构的特殊性，...,血管畸形,颅内动脉瘤,小儿甲状旁腺功能减退症,,
